,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
4007,monte hellman,everett mcgill,jack taylor,fabio testi,adventure crime drama,iguana,everett mcgill jack taylor fabio testi monte hellman adventure crime drama
4008,kenneth branagh,hayley atwell,derek jacobi,lily james,drama family fantasy romance,cinderella,hayley atwell derek jacobi lily james kenneth branagh drama family fantasy romance
4009,brian caunter,mike starr,stacy keach,frank vincent,action adventure crime drama,chicago overcoat,mike starr stacy keach frank vincent brian caunter action adventure crime drama
4010,chris d'arienzo,judy greer,cybill shepherd,shea whigham,comedy drama romance,barry munday,judy greer cybill shepherd shea whigham chris d'arienzo comedy drama romance
4011,walter salles,fernanda montenegro,matheus nachtergaele,othon bastos,drama,central station,fernanda montenegro matheus nachtergaele othon bastos walter salles drama
4012,frank capra,ann-margret,glenn ford,thomas mitchell,comedy drama,pocketful of miracles,ann-margret glenn ford thomas mitchell frank capra comedy drama
4013,isaac florentine,anthony l. fernandez,nick chinlund,scott evans,action crime,close range,anthony l. fernandez nick chinlund scott evans isaac florentine action crime
4014,susan seidelman,dyan cannon,michael nouri,brenda vaccaro,comedy romance,boynton beach club,dyan cannon michael nouri brenda vaccaro susan seidelman comedy romance
4015,michael polish,olivia rose keegan,patrick bauchau,mia barron,drama horror mystery thriller,amnesiac,olivia rose keegan patrick bauchau mia barron michael polish drama horror mystery thriller
4016,heidi ewing,greg crowe,james ransone,tempestt bledsoe,documentary,freakonomics,greg crowe james ransone tempestt bledsoe heidi ewing documentary
4017,richard donner,lee remick,patrick troughton,billie whitelaw,fantasy horror mystery,the omen,lee remick patrick troughton billie whitelaw richard donner fantasy horror mystery
4018,alexandre aja,cécile de france,maïwenn,oana pellea,horror,high tension,cécile de france maïwenn oana pellea alexandre aja horror
4019,leon ford,maeve dermody,patrick brammall,kelly paterniti,comedy drama romance sci-fi,griff the invisible,maeve dermody patrick brammall kelly paterniti leon ford comedy drama romance sci-fi
4020,hank braxtan,q'orianka kilcher,gregory cruz,allegra carpenter,action horror thriller,unnatural,q'orianka kilcher gregory cruz allegra carpenter hank braxtan action horror thriller
4021,craig brewer,isaac hayes,paula jai parker,elise neal,crime drama music,hustle & flow,isaac hayes paula jai parker elise neal craig brewer crime drama music
4022,billy wilder,nehemiah persoff,joe e. brown,george raft,comedy music romance,some like it hot,nehemiah persoff joe e. brown george raft billy wilder comedy music romance
4023,john carl buechler,kane hodder,terry kiser,william butler,horror,friday the 13th part vii: the new blood,kane hodder terry kiser william butler john carl buechler horror
4024,victor fleming,margaret hamilton,terry,billie burke,adventure family fantasy musical,the wizard of oz,margaret hamilton terry billie burke victor fleming adventure family fantasy musical
4025,mel brooks,madeline kahn,peter boyle,teri garr,comedy,young frankenstein,madeline kahn peter boyle teri garr mel brooks comedy
4026,george a. romero,megan park,shawn roberts,joe dinicol,horror,diary of the dead,megan park shawn roberts joe dinicol george a. romero horror
4027,rajkumar hirani,vidya balan,sanjay dutt,jimmy shergill,comedy drama romance,lage raho munna bhai,vidya balan sanjay dutt jimmy shergill rajkumar hirani comedy drama romance
4028,victor nunez,peter fonda,patricia richardson,vanessa zima,drama,ulee's gold,peter fonda patricia richardson vanessa zima victor nunez drama
4029,carroll ballard,teri garr,kelly reno,hoyt axton,adventure family sport,the black stallion,teri garr kelly reno hoyt axton carroll ballard adventure family sport
4030,rohit jugraj,bhavkhandan singh rakhra,neeru bajwa,diljit dosanjh,romance,sardaar ji,bhavkhandan singh rakhra neeru bajwa diljit dosanjh rohit jugraj romance
4031,thorbjørn christoffersen,iben hjejle,frank hvam,casper christensen,action adventure animation comedy sci-fi,journey to saturn,iben hjejle frank hvam casper christensen thorbjørn christoffersen action adventure animation comedy sci-fi
4032,john ford,lee marvin,cesar romero,jack warden,adventure comedy romance,donovan's reef,lee marvin cesar romero jack warden john ford adventure comedy romance
4033,alex van warmerdam,rijk de gooyer,ariane schluter,henri garcin,comedy drama,the dress,rijk de gooyer ariane schluter henri garcin alex van warmerdam comedy drama
4034,victor fleming,spencer tracy,esther williams,irene dunne,drama fantasy romance war,a guy named joe,spencer tracy esther williams irene dunne victor fleming drama fantasy romance war
4035,mel brooks,madeline kahn,david huddleston,harvey korman,comedy western,blazing saddles,madeline kahn david huddleston harvey korman mel brooks comedy western
4036,joseph zito,judie aronson,tom everett,kimberly beck,horror thriller,friday the 13th: the final chapter,judie aronson tom everett kimberly beck joseph zito horror thriller
4037,pawel pawlikowski,joanna kulig,agata trzebuchowska,agata kulesza,drama,ida,joanna kulig agata trzebuchowska agata kulesza pawel pawlikowski drama
4038,james ivory,rupert graves,denholm elliott,simon callow,drama romance,maurice,rupert graves denholm elliott simon callow james ivory drama romance
4039,frank sebastiano,joe lo truglio,laurie metcalf,seymour cassel,comedy sport,beer league,joe lo truglio laurie metcalf seymour cassel frank sebastiano comedy sport
4040,rand ravich,johnny depp,charlize theron,clea duvall,drama sci-fi thriller,the astronaut's wife,johnny depp charlize theron clea duvall rand ravich drama sci-fi thriller
4041,stacy peralta,gerry lopez,gabrielle reece,laird john hamilton,documentary history sport,riding giants,gerry lopez gabrielle reece laird john hamilton stacy peralta documentary history sport
4042,nacho vigalondo,karra elejalde,nacho vigalondo,bárbara goenaga,horror mystery sci-fi thriller,timecrimes,karra elejalde nacho vigalondo bárbara goenaga nacho vigalondo horror mystery sci-fi thriller
4043,hao ning,jack kao,bo huang,zheng xu,action adventure comedy,silver medallist,jack kao bo huang zheng xu hao ning action adventure comedy
4044,tony giglio,brianna brown,nick searcy,beth broderick,horror thriller,timber falls,brianna brown nick searcy beth broderick tony giglio horror thriller
4045,stanley donen,rita moreno,debbie reynolds,cyd charisse,comedy musical romance,singin' in the rain,rita moreno debbie reynolds cyd charisse stanley donen comedy musical romance
4046,joe cross,joe cross,joel fuhrman,amy badberg,documentary,"fat, sick & nearly dead",joe cross joel fuhrman amy badberg joe cross documentary
4047,michael tiddes,essence atkins,alanna ubach,j.b. smoove,comedy fantasy,a haunted house,essence atkins alanna ubach j.b. smoove michael tiddes comedy fantasy
4048,dinesh d'souza,barack obama,zackary steven graham,dinesh d'souza,documentary,2016: obama's america,barack obama zackary steven graham dinesh d'souza dinesh d'souza documentary
4049,rob zombie,scout taylor-compton,tyler mane,margot kidder,horror,halloween ii,scout taylor-compton tyler mane margot kidder rob zombie horror
4050,tom hanks,tom hanks,charlize theron,ethan embry,comedy drama music,that thing you do!,tom hanks charlize theron ethan embry tom hanks comedy drama music
4051,tommy lee wallace,tom atkins,dan o'herlihy,nancy kyes,horror mystery sci-fi,halloween iii: season of the witch,tom atkins dan o'herlihy nancy kyes tommy lee wallace horror mystery sci-fi
4052,don taylor,roddy mcdowall,m. emmet walsh,sal mineo,action sci-fi,escape from the planet of the apes,roddy mcdowall m. emmet walsh sal mineo don taylor action sci-fi
4053,martin ritt,patricia neal,melvyn douglas,whit bissell,drama,hud,patricia neal melvyn douglas whit bissell martin ritt drama
4054,leslie small,david jason perez,la'princess jackson,dana hanna,comedy documentary,kevin hart: let me explain,david jason perez la'princess jackson dana hanna leslie small comedy documentary
4055,gus van sant,keanu reeves,udo kier,flea,drama,my own private idaho,keanu reeves udo kier flea gus van sant drama
4056,zach braff,armando riesco,michael weston,jill flint,comedy drama romance,garden state,armando riesco michael weston jill flint zach braff comedy drama romance
4057,richard linklater,hanno pöschl,hans weingartner,dominik castell,drama romance,before sunrise,hanno pöschl hans weingartner dominik castell richard linklater drama romance
4058,éric tessier,patrick huard,michel côté,jean pierre bergeron,action drama horror thriller,sur le seuil,patrick huard michel côté jean pierre bergeron éric tessier action drama horror thriller
4059,alison maclean,billy crudup,samantha morton,mark webber,drama,jesus' son,billy crudup samantha morton mark webber alison maclean drama
4060,alice wu,joan chen,ato essandoh,jessica hecht,comedy drama romance,saving face,joan chen ato essandoh jessica hecht alice wu comedy drama romance
4061,sarah gavron,satish kaushik,christopher simpson,tannishtha chatterjee,drama,brick lane,satish kaushik christopher simpson tannishtha chatterjee sarah gavron drama
4062,jake schreier,frank langella,joshua ormond,ana gasteyer,comedy crime drama sci-fi,robot & frank,frank langella joshua ormond ana gasteyer jake schreier comedy crime drama sci-fi
4063,isabel coixet,sarah polley,julian richings,amanda plummer,drama romance,my life without me,sarah polley julian richings amanda plummer isabel coixet drama romance
4064,james ponsoldt,shailene woodley,jennifer jason leigh,dayo okeniyi,comedy drama romance,the spectacular now,shailene woodley jennifer jason leigh dayo okeniyi james ponsoldt comedy drama romance
4065,randall miller,william hurt,elden henson,michael bower,comedy family musical romance short,marilyn hotchkiss' ballroom dancing and charm school,william hurt elden henson michael bower randall miller comedy family musical romance short
4066,larry charles,bill maher,tal bachman,steve burg,comedy documentary war,religulous,bill maher tal bachman steve burg larry charles comedy documentary war
4067,joshua tickell,larry david,sheryl crow,george w. bush,documentary,fuel,larry david sheryl crow george w. bush joshua tickell documentary
4068,tim boxell,bruce mcgill,diana scarwid,tom bower,drama,valley of the heart's delight,bruce mcgill diana scarwid tom bower tim boxell drama
4069,rawson marshall thurber,gary cole,stephen root,joel david moore,comedy sport,dodgeball: a true underdog story,gary cole stephen root joel david moore rawson marshall thurber comedy sport
4070,michael d. sellers,katharine ross,carly schroeder,george harris,comedy drama family,eye of the dolphin,katharine ross carly schroeder george harris michael d. sellers comedy drama family
4071,reed cowan,dustin lance black,emily pearson,gavin newsom,documentary,8: the mormon proposition,dustin lance black emily pearson gavin newsom reed cowan documentary
4072,james dodson,larry miller,anupam kher,shriya saran,comedy drama romance,the other end of the line,larry miller anupam kher shriya saran james dodson comedy drama romance
4073,stefan ruzowitzky,benno fürmann,rüdiger vogler,sebastian blomberg,horror thriller,anatomy,benno fürmann rüdiger vogler sebastian blomberg stefan ruzowitzky horror thriller
4074,alex rivera,leonor varela,jacob vargas,tenoch huerta,drama romance sci-fi thriller,sleep dealer,leonor varela jacob vargas tenoch huerta alex rivera drama romance sci-fi thriller
4075,james gunn,linda cardellini,rainn wilson,paul t. taylor,comedy crime drama,super,linda cardellini rainn wilson paul t. taylor james gunn comedy crime drama
4076,john murlowski,ashley scott,piper mackenzie harris,lochlyn munro,comedy drama family romance,christmas mail,ashley scott piper mackenzie harris lochlyn munro john murlowski comedy drama family romance
4077,benni diez,clifton collins jr.,cecilia pillado,david masterson,comedy horror,stung,clifton collins jr. cecilia pillado david masterson benni diez comedy horror
